ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
159292.SZ,华宝创业板综合增强策略ETF,创业板综增强ETF华宝,华宝创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250820,20250902,L,SZ,华宝基金,兴业银行股份有限公司,0.5,纯境内
159293.SZ,建信创业板综合增强策略ETF,建信创业板综合增强策略ETF,建信创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,,,P,SZ,建信基金,中信建投证券股份有限公司,,纯境内
159295.SZ,西部利得创业板综合ETF,创业综指ETF西部利得,西部利得创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20251023,20251104,L,SZ,西部利得基金,中国农业银行股份有限公司,0.15,纯境内
159296.SZ,华宝中证A500红利低波动ETF,A500红利低波ETF,华宝中证A500红利低波动交易型开放式指数证券投资基金,932422.CSI,中证A500红利低波动指数,20250827,20250904,L,SZ,华宝基金,中国建设银行股份有限公司,0.5,纯境内
159297.SZ,南方国证港股通创新药ETF,港股通创新药ETF南方,南方国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,20250912,20250922,L,SZ,南方基金,中信建投证券股份有限公司,0.15,纯境内
159298.SZ,大成创业板50ETF,创业板50ETF大成,大成创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20250829,20250908,L,SZ,大成基金,中国工商银行股份有限公司,0.15,纯境内
159299.SZ,易方达中证金融科技主题ETF,金融科技ETF易方达,易方达中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250903,20250911,L,SZ,易方达基金,交通银行股份有限公司,0.5,纯境内
159300.SZ,富国沪深300ETF,300ETF,富国沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20240523,20240605,L,SZ,富国基金,招商银行股份有限公司,0.15,纯境内
159301.SZ,华夏中证全指公用事业ETF,公用事业ETF,华夏中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,20240710,20240722,L,SZ,华夏基金,招商银行股份有限公司,0.5,纯境内
159302.SZ,港股高股息ETF,港股高股息ETF,银华中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20240823,20240902,L,SZ,银华基金,兴业银行股份有限公司,0.5,纯境内
159303.SZ,大成恒生医疗保健ETF(QDII),恒生医疗ETF基金,大成恒生医疗保健交易型开放式指数证券投资基金(QDII),HSHCI.HI,恒生医疗保健指数,20240618,20240627,L,SZ,大成基金,兴业银行股份有限公司,0.5,QDII
159305.SZ,广发国证新能源电池ETF,储能电池ETF广发,广发国证新能源电池交易型开放式指数证券投资基金,980027.SZ,国证新能源电池指数,20240918,20240927,L,SZ,广发基金,中国银行股份有限公司,0.5,纯境内
159306.SZ,平安中证汽车零部件主题ETF,汽车零件ETF,平安中证汽车零部件主题交易型开放式指数证券投资基金,931230.CSI,中证汽车零部件主题指数,20240429,20240514,L,SZ,平安基金,中国工商银行股份有限公司,0.5,纯境内
159307.SZ,博时中证红利低波100ETF,红利低波100ETF,博时中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,20240416,20240425,L,SZ,博时基金,中国银行股份有限公司,0.15,纯境内
159309.SZ,汇添富中证油气资源ETF,油气资源ETF,汇添富中证油气资源交易型开放式指数证券投资基金,931248.CSI,中证油气资源指数,20240531,20240618,L,SZ,汇添富基金,交通银行股份有限公司,0.5,纯境内
159310.SZ,天弘中证芯片产业ETF,芯片ETF天弘,天弘中证芯片产业交易型开放式指数证券投资基金,H30007.CSI,中证芯片产业指数,20240418,20240430,L,SZ,天弘基金,光大证券股份有限公司,0.5,纯境内
159311.SZ,易方达中证数字经济主题ETF,数字经济ETF易方达,易方达中证数字经济主题交易型开放式指数证券投资基金,931582.CSI,中证数字经济主题指数,20250707,20250715,L,SZ,易方达基金,交通银行股份有限公司,0.5,纯境内
159312.SZ,广发恒指港股通ETF,恒生ETF港股通,广发恒指港股通交易型开放式指数证券投资基金,HSISC.HI,恒指港股通指数,20241024,20241108,L,SZ,广发基金,招商银行股份有限公司,0.5,纯境内
159315.SZ,黄金股ETF基金,黄金股ETF基金,工银瑞信中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,20240530,20240614,L,SZ,工银瑞信基金,中国银河证券股份有限公司,0.45,纯境内
159316.SZ,易方达恒生港股通创新药ETF,恒生创新药ETF,易方达恒生港股通创新药交易型开放式指数证券投资基金,HSSCID.HI,恒生港股通创新药指数,20250318,20250326,L,SZ,易方达基金,招商银行股份有限公司,0.5,纯境内
159318.SZ,恒生港股通ETF,恒生港股通ETF,银华恒指港股通交易型开放式指数证券投资基金,HSISC.HI,恒指港股通指数,20240613,20240621,L,SZ,银华基金,国泰海通证券股份有限公司,0.5,纯境内
159319.SZ,汇添富国证粮食产业ETF,汇添富国证粮食产业ETF,汇添富国证粮食产业交易型开放式指数证券投资基金,399365.SZ,国证粮食产业指数,,,P,SZ,汇添富基金,中国工商银行股份有限公司,,纯境内
159320.SZ,广发恒生A股电网设备ETF,电网ETF,广发恒生A股电网设备交易型开放式指数证券投资基金,HSCAUPG.HI,恒生A股电网设备指数,20241212,20241224,L,SZ,广发基金,中信银行股份有限公司,0.5,纯境内
159321.SZ,华安中证沪深港黄金产业股票ETF,黄金股票ETF,华安中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,20240509,20240527,L,SZ,华安基金,华泰证券股份有限公司,0.5,纯境内
159322.SZ,平安中证沪深港黄金产业ETF,黄金股票ETF基金,平安中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,20240605,20240614,L,SZ,平安基金,中国邮政储蓄银行股份有限公司,0.5,纯境内
159323.SZ,华夏中证港股通汽车产业主题ETF,港股通汽车ETF,华夏中证港股通汽车产业主题交易型开放式指数证券投资基金,931239.CSI,中证港股通汽车产业主题指数,20241230,20250108,L,SZ,华夏基金,国信证券股份有限公司,0.5,纯境内
159325.SZ,南方中证半导体行业精选ETF,半导体ETF南方,南方中证半导体行业精选交易型开放式指数证券投资基金,932066.CSI,中证半导体行业精选指数,20241031,20241108,L,SZ,南方基金,招商银行股份有限公司,0.15,纯境内
159326.SZ,华夏中证电网设备主题ETF,电网设备ETF,华夏中证电网设备主题交易型开放式指数证券投资基金,931994.CSI,中证电网设备主题指数,20240829,20240909,L,SZ,华夏基金,招商证券股份有限公司,0.5,纯境内
159327.SZ,万家中证半导体材料设备主题ETF,半导体设备ETF基金,万家中证半导体材料设备主题交易型开放式指数证券投资基金,931743.CSI,中证半导体材料设备主题指数,20240724,20240805,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
159328.SZ,易方达中证家电龙头ETF,家电ETF易方达,易方达中证家电龙头交易型开放式指数证券投资基金,931021.CSI,中证家电龙头指数,20241107,20241115,L,SZ,易方达基金,中国农业银行股份有限公司,0.5,纯境内
159329.SZ,南方基金南方东英沙特阿拉伯ETF(QDII),沙特ETF,南方基金南方东英沙特阿拉伯交易型开放式指数证券投资基金(QDII),FISAULM.OTH,富时沙特阿拉伯指数,20240705,20240716,L,SZ,南方基金,中国农业银行股份有限公司,0.5,QDII
159330.SZ,沪深300ETF基金,沪深300ETF基金,西藏东财沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20240801,20240819,L,SZ,东财基金,国信证券股份有限公司,0.5,纯境内
159331.SZ,国泰中证港股通高股息投资ETF,红利港股ETF,国泰中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20240723,20240801,L,SZ,国泰基金,广发证券股份有限公司,0.5,纯境内
159332.SZ,富国中证中央企业红利ETF,央企红利ETF,富国中证中央企业红利交易型开放式指数证券投资基金,000825.CSI,中证中央企业红利指数,20240716,20240801,L,SZ,富国基金,国信证券股份有限公司,0.5,纯境内
159333.SZ,万家中证港股通央企红利ETF,港股央企红利ETF,万家中证港股通央企红利交易型开放式指数证券投资基金,931233.CSI,中证港股通央企红利指数,20240821,20240903,L,SZ,万家基金,浙商证券股份有限公司,0.5,纯境内
159335.SZ,融通中证诚通央企科技创新ETF,央企科创ETF,融通中证诚通央企科技创新交易型开放式指数证券投资基金,932052.CSI,中证诚通央企科技创新指数,20240822,20240905,L,SZ,融通基金,国泰海通证券股份有限公司,0.3,纯境内
159336.SZ,融通中证诚通央企红利ETF,央企红利50ETF,融通中证诚通央企红利交易型开放式指数证券投资基金,931132.CSI,中证诚通央企红利指数,20250122,20250212,L,SZ,融通基金,中国农业银行股份有限公司,0.3,纯境内
159337.SZ,中证500ETF基金,中证500ETF基金,西藏东财中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20240902,20240920,L,SZ,东财基金,中国国际金融股份有限公司,0.5,纯境内
159338.SZ,国泰中证A500ETF,中证A500ETF,国泰中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20240926,20241015,L,SZ,国泰基金,华泰证券股份有限公司,0.15,纯境内
159339.SZ,A500ETF,A500ETF,银华中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20240926,20241015,L,SZ,银华基金,中信建投证券股份有限公司,0.15,纯境内
159350.SZ,富国深证50ETF,深证50ETF富国,富国深证50交易型开放式指数证券投资基金,399850.SZ,深证50指数,20231130,20231211,L,SZ,富国基金,招商银行股份有限公司,0.5,纯境内
159351.SZ,嘉实中证A500ETF,A500ETF嘉实,嘉实中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20240920,20241015,L,SZ,嘉实基金,兴业银行股份有限公司,0.15,纯境内
159352.SZ,南方中证A500ETF,A500ETF南方,南方中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20240925,20241015,L,SZ,南方基金,中国工商银行股份有限公司,0.15,纯境内
159353.SZ,景顺长城中证A500ETF,中证A500ETF景顺,景顺长城中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20240924,20241015,L,SZ,景顺长城基金,中国工商银行股份有限公司,0.15,纯境内
159355.SZ,华宝中证800红利低波动ETF,800红利低波ETF,华宝中证800红利低波动交易型开放式指数证券投资基金,931848.CSI,中证800红利低波动指数,20241125,20241203,L,SZ,华宝基金,招商银行股份有限公司,0.5,纯境内
159356.SZ,万家中证A500ETF,A500ETF基金,万家中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241122,20241206,L,SZ,万家基金,中国农业银行股份有限公司,0.15,纯境内
159357.SZ,博时中证A500ETF,中证A500指数ETF,博时中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241121,20241128,L,SZ,博时基金,招商银行股份有限公司,0.15,纯境内
159358.SZ,大成中证A500ETF,中证A500ETF基金,大成中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241122,20241129,L,SZ,大成基金,招商银行股份有限公司,0.15,纯境内
159359.SZ,华安中证A500ETF,A500指数ETF,华安中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241119,20241202,L,SZ,华安基金,招商银行股份有限公司,0.15,纯境内
159360.SZ,天弘中证A500ETF,中证A500ETF天弘,天弘中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241120,20241128,L,SZ,天弘基金,平安银行股份有限公司,0.15,纯境内
159361.SZ,易方达中证A500ETF,A500ETF易方达,易方达中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241112,20241119,L,SZ,易方达基金,交通银行股份有限公司,0.15,纯境内
159362.SZ,A500ETF工银,A500ETF工银,工银瑞信中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20241119,20241202,L,SZ,工银瑞信基金,中国建设银行股份有限公司,0.15,纯境内
159363.SZ,华宝创业板人工智能ETF,创业板人工智能ETF华宝,华宝创业板人工智能交易型开放式指数证券投资基金,970070.SZ,创业板人工智能指数,20241206,20241216,L,SZ,华宝基金,广发证券股份有限公司,0.5,纯境内
159365.SZ,富国恒指港股通ETF,恒指ETF,富国恒指港股通交易型开放式指数证券投资基金,HSISC.HI,恒指港股通指数,20250618,20250630,L,SZ,富国基金,华泰证券股份有限公司,0.5,纯境内
159366.SZ,港股医疗ETF,港股医疗ETF,永赢中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20250402,20250414,L,SZ,永赢基金,国泰海通证券股份有限公司,0.5,纯境内
159367.SZ,华夏创业板50ETF,创业板50ETF华夏,华夏创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20250124,20250214,L,SZ,华夏基金,国投证券股份有限公司,0.15,纯境内
159368.SZ,华夏创业板新能源ETF,创业板新能源ETF华夏,华夏创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20250314,20250324,L,SZ,华夏基金,国泰海通证券股份有限公司,0.15,纯境内
